usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
1.84,15.951,82.209,0.0,0.0,0.0,132001792.0,22740992.0,263106560.0,3596414976.0,2176.0,15347.0,0.0,0.0,0.0,0.0,1651.0,19142.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,43682.0,127149.0,2.0,0.0,5.0
3.714,19.714,76.571,0.0,0.0,0.0,132227072.0,22740992.0,263106560.0,3596189696.0,2176.0,15347.0,0.0,0.0,0.0,0.0,1398.0,20989.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43902.0,127644.0,1.0,0.0,5.0
1.724,21.264,77.011,0.0,0.0,0.0,132255744.0,22740992.0,263110656.0,3596156928.0,2144.0,15347.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43750.0,127259.0,4.0,0.0,5.0
2.096,18.862,79.042,0.0,0.0,0.0,132481024.0,22740992.0,263110656.0,3595931648.0,2176.0,15361.0,0.0,57344.0,0.0,6.0,1338.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43818.0,127435.0,2.0,0.0,10.0
8.116,22.319,69.565,0.0,0.0,0.0,132710400.0,22749184.0,263110656.0,3595694080.0,2176.0,15355.0,0.0,40960.0,0.0,4.0,1302.0,20006.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44836.0,124017.0,3.0,0.0,13.0
1.462,26.901,71.637,0.0,0.0,0.0,132341760.0,22749184.0,263114752.0,3596058624.0,2176.0,15355.0,0.0,0.0,0.0,0.0,1308.0,18837.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58141.0,142433.0,4.0,0.0,5.0
1.231,24.308,74.462,0.0,0.0,0.0,132341760.0,22749184.0,263114752.0,3596058624.0,2176.0,15355.0,0.0,0.0,0.0,0.0,1392.0,20096.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58109.0,142346.0,3.0,0.0,13.0
2.181,21.807,76.012,0.0,0.0,0.0,132341760.0,22749184.0,263114752.0,3596058624.0,2176.0,15355.0,0.0,0.0,0.0,0.0,1272.0,18885.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58201.0,142567.0,3.0,0.0,9.0
2.36,28.319,69.322,0.0,0.0,0.0,129785856.0,22749184.0,263118848.0,3598610432.0,2176.0,15343.0,0.0,32768.0,0.0,4.0,1622.0,20502.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57586.0,140838.0,3.0,0.0,8.0
6.907,21.321,71.772,0.0,0.0,0.0,131936256.0,22757376.0,263122944.0,3596447744.0,2144.0,15357.0,0.0,40960.0,0.0,4.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44474.0,127304.0,4.0,0.0,7.0
2.778,17.901,79.012,0.0,0.0,0.309,131842048.0,22757376.0,263122944.0,3596541952.0,2144.0,15357.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,54392.0,139170.0,2.0,0.0,5.0
1.198,20.06,78.743,0.0,0.0,0.0,131809280.0,22757376.0,263122944.0,3596574720.0,2144.0,15357.0,0.0,0.0,0.0,0.0,1248.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,48325.0,132179.0,1.0,0.0,5.0
1.754,21.637,76.608,0.0,0.0,0.0,132100096.0,22757376.0,263122944.0,3596283904.0,2144.0,15357.0,0.0,0.0,0.0,0.0,1254.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,48507.0,132525.0,5.0,0.0,5.0
1.143,22.857,76.0,0.0,0.0,0.0,132222976.0,22757376.0,263127040.0,3596156928.0,2176.0,15364.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,41731.0,123612.0,3.0,0.0,10.0
7.918,19.941,72.141,0.0,0.0,0.0,132591616.0,22765568.0,263127040.0,3595780096.0,2208.0,15357.0,0.0,24576.0,0.0,4.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,45011.0,118298.0,1.0,0.0,13.0
1.502,23.423,75.075,0.0,0.0,0.0,132857856.0,22765568.0,263127040.0,3595513856.0,2176.0,15357.0,0.0,0.0,0.0,0.0,1446.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58305.0,143653.0,1.0,0.0,5.0
2.663,23.077,74.26,0.0,0.0,0.0,132845568.0,22765568.0,263131136.0,3595522048.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58340.0,143745.0,2.0,0.0,5.0
1.194,23.881,74.925,0.0,0.0,0.0,132845568.0,22765568.0,263131136.0,3595522048.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1338.0,20947.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58280.0,143593.0,3.0,0.0,5.0
2.303,15.132,82.566,0.0,0.0,0.0,132841472.0,22765568.0,263135232.0,3595522048.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58213.0,143596.0,1.0,0.0,5.0
2.941,23.529,73.529,0.0,0.0,0.0,132689920.0,22773760.0,263127040.0,3595673600.0,2176.0,15352.0,0.0,24576.0,0.0,4.0,1481.0,20092.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58195.0,143407.0,2.0,0.0,5.0
7.647,22.647,69.706,0.0,0.0,0.0,132423680.0,22773760.0,263139328.0,3595927552.0,2144.0,15350.0,0.0,0.0,0.0,0.0,1411.0,19070.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,49195.0,132801.0,3.0,0.0,7.0
3.125,20.739,76.136,0.0,0.0,0.0,132313088.0,22773760.0,263139328.0,3596038144.0,2176.0,15350.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43473.0,127967.0,5.0,0.0,5.0
2.041,19.825,77.843,0.0,0.0,0.292,132431872.0,22773760.0,263147520.0,3595911168.0,2176.0,15350.0,0.0,0.0,0.0,0.0,1254.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43462.0,127337.0,3.0,0.0,5.0
1.77,20.944,77.286,0.0,0.0,0.0,132538368.0,22773760.0,263147520.0,3595804672.0,2176.0,15358.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43276.0,125638.0,5.0,0.0,10.0
10.692,17.296,71.698,0.314,0.0,0.0,133304320.0,22781952.0,263139328.0,3595038720.0,2208.0,15352.0,0.0,24576.0,0.0,4.0,1122.0,18729.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,49881.0,128404.0,4.0,0.0,13.0
3.56,16.828,79.288,0.0,0.0,0.324,133197824.0,22781952.0,263147520.0,3595137024.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1314.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58006.0,141939.0,2.0,0.0,5.0
3.205,18.269,78.526,0.0,0.0,0.0,133160960.0,22781952.0,263151616.0,3595169792.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58006.0,142550.0,1.0,0.0,5.0
2.711,22.289,75.0,0.0,0.0,0.0,133087232.0,22781952.0,263155712.0,3595239424.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,52972.0,137452.0,6.0,0.0,5.0
4.384,26.301,69.315,0.0,0.0,0.0,132800512.0,22781952.0,263159808.0,3595522048.0,2176.0,15355.0,0.0,0.0,0.0,0.0,1436.0,19333.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,49051.0,133240.0,4.0,0.0,8.0
1.881,19.749,78.37,0.0,0.0,0.0,132943872.0,22790144.0,263151616.0,3595378688.0,2176.0,15355.0,0.0,24576.0,0.0,4.0,1248.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58180.0,143718.0,4.0,0.0,5.0
2.059,24.412,73.529,0.0,0.0,0.0,132952064.0,22790144.0,263159808.0,3595362304.0,2176.0,15355.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58514.0,143933.0,3.0,0.0,5.0
7.514,25.723,66.763,0.0,0.0,0.0,132833280.0,22790144.0,263159808.0,3595481088.0,2144.0,15352.0,0.0,0.0,0.0,0.0,1434.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,53348.0,137640.0,3.0,0.0,7.0
3.003,19.52,77.477,0.0,0.0,0.0,132972544.0,22790144.0,263163904.0,3595337728.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1188.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,48726.0,132525.0,5.0,0.0,7.0
2.299,25.0,72.701,0.0,0.0,0.0,132820992.0,22790144.0,263163904.0,3595489280.0,2176.0,15356.0,0.0,98304.0,0.0,2.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,52581.0,137116.0,4.0,0.0,10.0
8.824,20.0,71.176,0.0,0.0,0.0,133386240.0,22798336.0,263155712.0,3594924032.0,2176.0,15352.0,0.0,40960.0,0.0,4.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,41559.0,121261.0,1.0,0.0,17.0
1.52,17.021,81.459,0.0,0.0,0.0,133214208.0,22798336.0,263163904.0,3595087872.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1248.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43115.0,126815.0,5.0,0.0,5.0
3.125,12.5,84.375,0.0,0.0,0.0,133242880.0,22798336.0,263168000.0,3595055104.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42431.0,126363.0,0.0,0.0,5.0
1.676,18.436,79.888,0.0,0.0,0.0,133210112.0,22798336.0,263168000.0,3595087872.0,2144.0,15352.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,28342.0,110716.0,0.0,0.0,5.0
1.377,20.386,78.237,0.0,0.0,0.0,133226496.0,22798336.0,263168000.0,3595071488.0,2144.0,15352.0,0.0,49152.0,0.0,8.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,29294.0,112786.0,7.0,0.0,4.0
2.446,15.596,81.957,0.0,0.0,0.0,133206016.0,22798336.0,263172096.0,3595087872.0,2144.0,15352.0,0.0,0.0,0.0,0.0,1415.0,20092.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44197.0,129524.0,4.0,0.0,1.0
2.128,23.708,74.164,0.0,0.0,0.0,133197824.0,22806528.0,263172096.0,3595087872.0,2144.0,15352.0,0.0,40960.0,0.0,4.0,1417.0,20059.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57808.0,142123.0,4.0,0.0,5.0
2.524,20.189,77.287,0.0,0.0,0.0,133197824.0,22806528.0,263172096.0,3595087872.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58058.0,142566.0,6.0,0.0,5.0
5.672,24.179,70.149,0.0,0.0,0.0,130650112.0,22806528.0,263176192.0,3597631488.0,2176.0,15337.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57648.0,141869.0,7.0,0.0,6.0
3.604,21.021,75.375,0.0,0.0,0.0,133156864.0,22806528.0,263180288.0,3595120640.0,2176.0,15358.0,0.0,32768.0,0.0,6.0,1182.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43234.0,124630.0,5.0,0.0,11.0
7.742,18.387,73.871,0.0,0.0,0.0,133005312.0,22806528.0,263180288.0,3595272192.0,2176.0,15352.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,50814.0,130227.0,3.0,0.0,13.0
1.858,15.17,82.972,0.0,0.0,0.0,132628480.0,22814720.0,263184384.0,3595636736.0,2144.0,15352.0,0.0,40960.0,0.0,4.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43724.0,127374.0,3.0,0.0,5.0
0.896,17.612,81.493,0.0,0.0,0.0,132620288.0,22814720.0,263192576.0,3595636736.0,2144.0,15348.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43718.0,127859.0,1.0,0.0,5.0
