usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
2.312,25.723,71.965,0.0,0.0,0.0,133316608.0,22073344.0,263151616.0,3595722752.0,2144.0,15333.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58697.0,143439.0,3.0,0.0,5.0
1.173,25.806,73.021,0.0,0.0,0.0,133341184.0,22081536.0,263151616.0,3595689984.0,2144.0,15333.0,0.0,49152.0,0.0,4.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58671.0,143362.0,6.0,0.0,5.0
2.933,23.754,73.314,0.0,0.0,0.0,133300224.0,22085632.0,263155712.0,3595722752.0,2144.0,15333.0,0.0,57344.0,0.0,8.0,1404.0,21013.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58643.0,143253.0,3.0,0.0,9.0
2.047,26.023,71.93,0.0,0.0,0.0,133459968.0,22085632.0,263155712.0,3595563008.0,2144.0,15344.0,0.0,0.0,0.0,0.0,1188.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58312.0,142670.0,3.0,0.0,10.0
2.752,21.101,76.147,0.0,0.0,0.0,133718016.0,22085632.0,263155712.0,3595304960.0,2144.0,15344.0,0.0,0.0,0.0,0.0,1338.0,18885.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58504.0,142979.0,3.0,0.0,5.0
1.449,26.377,72.174,0.0,0.0,0.0,133730304.0,22085632.0,263159808.0,3595288576.0,2144.0,15344.0,0.0,0.0,0.0,0.0,1452.0,20193.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58518.0,142972.0,5.0,0.0,5.0
8.108,22.823,69.069,0.0,0.0,0.0,134209536.0,22093824.0,263163904.0,3594797056.0,2176.0,15341.0,0.0,57344.0,0.0,4.0,1698.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,54414.0,134638.0,3.0,0.0,13.0
2.353,24.118,73.529,0.0,0.0,0.0,134131712.0,22093824.0,263163904.0,3594874880.0,2144.0,15341.0,0.0,49152.0,0.0,8.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58637.0,143174.0,5.0,0.0,5.0
1.95,28.691,69.359,0.0,0.0,0.0,134057984.0,22093824.0,263163904.0,3594948608.0,2144.0,15341.0,0.0,0.0,0.0,0.0,1338.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58616.0,143111.0,4.0,0.0,5.0
1.775,23.964,74.26,0.0,0.0,0.0,134115328.0,22093824.0,263163904.0,3594891264.0,2144.0,15342.0,0.0,0.0,0.0,0.0,1368.0,18975.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58662.0,143288.0,6.0,0.0,4.0
7.558,23.256,69.186,0.0,0.0,0.0,133537792.0,22093824.0,263168000.0,3595464704.0,2144.0,15345.0,0.0,0.0,0.0,0.0,1436.0,19291.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44510.0,126981.0,2.0,0.0,6.0
1.802,15.315,82.883,0.0,0.0,0.0,133562368.0,22102016.0,263168000.0,3595431936.0,2144.0,15343.0,0.0,57344.0,0.0,4.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,32504.0,113441.0,2.0,0.0,5.0
1.17,22.222,76.608,0.0,0.0,0.0,133529600.0,22102016.0,263168000.0,3595464704.0,2176.0,15343.0,0.0,0.0,0.0,0.0,1404.0,19982.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,47959.0,132703.0,5.0,0.0,5.0
1.905,19.683,78.413,0.0,0.0,0.0,133558272.0,22102016.0,263172096.0,3595431936.0,2144.0,15350.0,0.0,0.0,0.0,0.0,1122.0,20249.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58358.0,142749.0,5.0,0.0,10.0
