usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
3.058,21.101,75.841,0.0,0.0,0.0,128294912.0,20262912.0,264454144.0,3601252352.0,2080.0,17113.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,57786.0,142721.0,1.0,0.0,10.0
0.302,23.867,75.831,0.0,0.0,0.0,128516096.0,20262912.0,264458240.0,3601027072.0,2080.0,17113.0,0.0,0.0,0.0,0.0,1477.0,19982.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,58278.0,143779.0,2.0,0.0,9.0
0.926,21.914,77.16,0.0,0.0,0.0,128548864.0,20262912.0,264458240.0,3600994304.0,2080.0,17113.0,0.0,0.0,0.0,0.0,1392.0,18885.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,58340.0,143847.0,4.0,0.0,9.0
2.899,24.638,72.464,0.0,0.0,0.0,128507904.0,20271104.0,264458240.0,3601027072.0,2080.0,17113.0,0.0,32768.0,0.0,4.0,1374.0,20857.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,58235.0,143538.0,5.0,0.0,5.0
8.359,19.505,72.136,0.0,0.0,0.0,128647168.0,20271104.0,264462336.0,3600883712.0,2080.0,17110.0,0.0,0.0,0.0,0.0,1440.0,18795.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,54510.0,135873.0,3.0,0.0,12.0
1.258,19.497,79.245,0.0,0.0,0.0,128421888.0,20271104.0,264462336.0,3601108992.0,2080.0,17109.0,0.0,0.0,0.0,0.0,1272.0,19916.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,58599.0,144410.0,2.0,0.0,5.0
2.167,21.053,76.78,0.0,0.0,0.0,128421888.0,20271104.0,264462336.0,3601108992.0,2080.0,17109.0,0.0,0.0,0.0,0.0,1578.0,20096.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,58308.0,143862.0,3.0,0.0,17.0
3.647,21.277,75.076,0.0,0.0,0.0,128385024.0,20271104.0,264466432.0,3601141760.0,2080.0,17109.0,0.0,0.0,0.0,0.0,1608.0,19155.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,58311.0,143786.0,5.0,0.0,21.0
1.235,21.914,76.852,0.0,0.0,0.0,128114688.0,20279296.0,264470528.0,3601399808.0,2080.0,17109.0,0.0,32768.0,0.0,4.0,1565.0,20182.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,58277.0,143699.0,2.0,0.0,9.0
10.942,20.669,68.085,0.0,0.0,0.304,128565248.0,20279296.0,264474624.0,3600945152.0,2080.0,17106.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,10.0,0.0,1.0,3.0,181.0,19.0,12.0,0.0,0.0,53440.0,137706.0,5.0,0.0,7.0
